Name,Link Product,Store,Type,Author Name,Short Description,Publisher,Translators,Categories,Width,Length,Height,Product ID,Price,Original Price,Discount,Discount Rate,Rating,Review Count,Quantity Sold,Number of page,Range Price,Publication Date,Publication Year
Sách Muôn Kiếp Nhân Sinh (Bìa Mềm) - Nguyên Phong,https://tiki.vn/sach-muon-kiep-nhan-sinh-bia-mem-nguyen-phong-p54748899.html?spid=55422307,Nhà sách Fahasa,simple,Nguyên Phong,"“Muôn kiếp nhân sinh” là tác phẩm do Giáo sư John Vũ - Nguyên Phong viết từ năm 2017 và hoàn tất đầu năm 2020 ghi lại những câu chuyện, trải nghiệm tiền kiếp kỳ lạ từ nhiều kiếp sống của người bạn tâ...",First News - Trí Việt,Unknown,Sách tiếng Việt,14.5,20.5,0.0,54748899,168000,168000,0,0,5.0,781,5115.0,408.0,Mức 4,2021-03-01 00:00:00,2021.0
Những Sự Thật Về Ung Thư - Hiểu Thêm Để Bớt Lo,https://tiki.vn/nhung-su-that-ve-ung-thu-hieu-them-de-bot-lo-p91343895.html?spid=98128750,Nhà sách Fahasa,simple,David Khayat,"""“Trong Những sự thật về ung thư, giáo sư David Khayat đưa chúng ta vào thế giới nơi các tế bào sinh sôi để khám phá mối liên hệ giữa cảm xúc tiêu cực và bệnh ung thư.” (Femina)Bằng cách giả định ung...",Nhã Nam,Trần Trung Quân,Sách Y Học,14.0,20.5,0.0,91343895,99800,105000,5200,5,0.0,0,3.0,200.0,Mức 2,2021-04-01 00:00:00,2021.0
Giấy in photo A4 IK Copy IK-01 - Định lượng 70 gsm - 500 tờ/ream - giấy chất lượng cao nhập khẩu Indonesia,https://tiki.vn/ream-giay-a4-70-gsm-ik-copy-500-to-hang-nhap-khau-indonesia-p125776045.html?spid=125776046,Thiên Long Official Store,simple,Unknown,"Thông Số Kỹ Thuật:Thương hiệuIKKích thướcA4Định lượng70 gsmQuy cách500 tờ / reamKhuyến cáoNhiệt độ: 10 ~ 55º C, Độ ẩm: 55 ~ 95% RH.Đặc tính sản phẩm:- Giấy đều màu.- Không g...",Others,Unknown,Giấy in - Fax - Photo,14.0,20.5,0.0,125776045,72000,110000,38000,35,4.8,356,5661.0,408.5788395904437,Mức 2,2022-09-09 00:00:00,2022.0
Bộ sách Làm Giàu Từ Chứng Khoán (How To Make Money In Stock) phiên bản mới + Hướng Dẫn Thực Hành CANSLIM Cho Người Mới Bắt Đầu,https://tiki.vn/bo-sach-lam-giau-tu-chung-khoan-how-to-make-money-in-stock-phien-ban-moi-huong-dan-thuc-hanh-canslim-cho-nguoi-moi-bat-dau-p11122712.html?spid=11122714,HappyLive,simple,"William J. O’Neil, Matthew Galgani","GIỚI THIỆU SÁCH“Làm Giàu Từ Chứng Khoán” là cuốn sách kinh điển mà mọi nhà đầu tư nên đọc, kể từ khi được phát hành lần đầu tiên vào năm 1988 sách đã bán được 2 triệu bản và được dịch ra nhiều thứ ti...",HappyLive,Trương Minh Huy - Thái Phạm,Sách tiếng Việt,16.0,24.0,7.0,11122712,700000,700000,0,0,4.8,2410,15478.0,1044.0,Mức 5,2021-08-27 16:10:07,2021.0
"Gi Gỉ Gì Gi, Cái Gì Cũng Biết - 130 Bí Mật Vui Nhất Cho Tuổi Tiểu Học",https://tiki.vn/gi-gi-gi-gi-cai-gi-cung-biet-130-bi-mat-vui-nhat-cho-tuoi-tieu-hoc-p74217686.html?spid=74845661,Nhà sách Fahasa,simple,Hanazono Makoto,"Vui thú biết bao khi được khám phá mọi thứ xung quanh!Có vô số câu hỏi “vì sao” quanh ta mỗi phút giây. Mỗi ngày giải đáp được một câu trong số ấy thì thú vị biết mấy, kiến thức cùng lòng ham học hỏi ...",Nhã Nam,Quang Phú,Kiến thức - Bách khoa,16.0,20.5,0.0,74217686,92000,115000,23000,20,4.6,13,94.0,162.0,Mức 2,2020-12-12 00:00:00,2020.0
Thiết Kế Giải Pháp Giá Trị  (Tái Bản 2022),https://tiki.vn/thiet-ke-giai-phap-gia-tri-tai-ban-2022-p184101365.html?spid=184101366,Tiki Trading,simple,Nhiều tác giả,"Cuốn sách này sẽ giúp bạn đọc hiểu rõ hơn về cách tạo ra những sản phẩm và dịch vụ mà khách hàng mong muốn. Ngay cả khi bạn chưa đọc về cách tạo lập một mô hình kinh doanh mới, bạn cũng vẫn có thể đọc...",Alphabooks,Alphabooks,Sách Marketing - Bán hàng,24.0,19.0,0.0,184101365,233000,339000,106000,31,4.8,28,262.0,339.0,Mức 5,2022-05-05 00:00:00,2022.0
Sách Ông Tướng Tình Báo Bí Ẩn Và Những Điệp Vụ Siêu Hạng (Tái bản 2023),https://tiki.vn/sach-ong-tuong-tinh-bao-bi-an-va-nhung-diep-vu-sieu-hang-p253099484.html?spid=263303198,Nhà Sách Vĩnh Thụy,simple,Hoàng Hải Vân,"Vì tính chất nghề nghiệp, lực lượng t.ình báo gần như phải luôn giữ kín thân phận và nhiệm vụ của mình. Sách báo viết về đơn vị này cũng như về những tướng lĩnh tình báo vô cùng ít ỏi. Cho đến năm 200...",First News - Trí Việt,Unknown,Tiểu sử - Hồi ký,19.0,26.5,0.0,253099484,97000,118000,21000,18,0.0,0,1370.416976127321,232.0,Mức 2,2023-07-07 00:00:00,2023.0
Combo Rèn Kỹ Năng Giải Các Dạng Bài Toán (Cơ bản và Nâng cao) Lớp 6 (2 Tập),https://tiki.vn/combo-ren-ky-nang-giai-cac-dang-bai-toan-co-ban-va-nang-cao-lop-6-2-tap-p194098857.html?spid=194098858,Tiki Trading,simple,"Nguyễn Xuân Nam, Trần Thị Den Ni","Nhằm đáp ứng nhu cầu luyện tập, củng cố kiến thức và nâng cao kỹ năng giải toán, Megabook đã biên soạn bộ sách Rèn kỹ năng giải các dạng bài Toán (cơ bản và nâng cao) dành riêng cho đối tượng học sinh...",Megabook,Unknown,Sách tham khảo cấp II,19.0,26.5,0.0,194098857,128200,198000,69800,35,4.5,9,94.0,408.0,Mức 3,2022-07-01 00:00:00,2022.0
Chiến Thắng Con Quỷ Trong Bạn (Sbooks),https://tiki.vn/chien-thang-con-quy-trong-ban-sbooks-p270183092.html?spid=271600639,TRÙM SÁCH,simple,Napoleon Hill,"Chiến Thắng Con Quỷ Trong Bạn (Sbooks)Không ai sống trong một Thiên đường với một Thiên thần duy nhất, giống như vạn vật có hai thái cực âm dương, trong con người luôn tồn tại song song Thiên thần và...",SBOOKS,Unknown,Sách tư duy - Kỹ năng sống,13.0,20.0,0.0,270183092,99000,138000,39000,28,0.0,0,2.0,268.0,Mức 2,2023-06-23 00:00:00,2023.0
"Khoa Học Về Chạy Bộ - Phân Tích Kỹ Thuật, Phòng Ngừa Chấn Thương, Đổi Mới Cách Tập Luyện",https://tiki.vn/khoa-hoc-ve-chay-bo-phan-tich-ky-thuat-phong-ngua-chan-thuong-doi-moi-cach-tap-luyen-p260819797.html?spid=260819798,Tiki Trading,simple,TS. Chris Napier,"""Khoa học về chạy bộ sẽ trang bị cho bạn nền tảng khoa học vững chắc để chạy nhanh hơn, tăng sức bền và tránh chấn thương.Dù là người mới chạy bộ hay đã chạy lâu năm, dù đặt mục tiêu là chạy bộ rèn l...",Nhã Nam,Nguyễn Kiến Quốc,Kiến Thức Bách Khoa,19.5,23.0,0.0,260819797,261000,350000,89000,25,5.0,13,224.0,224.0,Mức 5,2023-09-25 00:00:00,2023.0
Điệp Viên Hoàn Hảo X6 (Bìa Cứng),https://tiki.vn/diep-vien-hoan-hao-x6-bia-cung-p185909442.html?spid=185909443,Tiki Trading,simple,Larry Berman,"Cuộc đời hai mặt phi thường của PHẠM XUÂN ẨN Phóng viên Reuters, Time, New York Herald Tribune… &Tướng Tình Báo Chiến Lược Việt Nam VÀ CÔNG BỐ TRAO BẢN QUYỀN “ĐIỆP VIÊN HOÀN HẢO X6” CHO FIRST NEWS...",FIRST NEWS,Đỗ Hùng,Tiểu sử - Hồi ký,16.0,24.0,0.0,185909442,152000,198000,46000,23,5.0,30,185.0,392.0,Mức 4,2020-01-02 00:00:00,2020.0
Bước Vào Bóng Tối - Những Vụ Án Có Thật Cùng Bat Saber,https://tiki.vn/buoc-vao-bong-toi-nhung-vu-an-co-that-cung-bat-saber-p261993080.html?spid=261993085,Tiki Trading,configurable,Bat Saber,"Bước Vào Bóng Tối - Những Vụ Án Có Thật Cùng Bat Saber Quà tặng: - Bản đặc biệt : 1 Bookmark (kẹp trong sách), 1 Postcard chữ ký random (kẹp trong sách) - Bản thường: 1 Bookmark (kẹp trong sách) 5 vụ ...",Moon Books,Unknown,Truyện trinh thám,13.0,18.0,0.0,261993080,71000,99000,28000,28,4.7,27,211.0,176.0,Mức 2,2022-11-11 00:00:00,2022.0
Sói Đi Thành Đôi ( Tập 1),https://tiki.vn/soi-di-thanh-doi-tap-1-p269983260.html?spid=269983262,Tiki Trading,configurable,Vu Triết,"Bản Đặc Biệt :- 01 Gương cầm tay (quà rời, không kẹp trong sách)- 01 Standee Chibi acrylic (quà rời, không kẹp trong sách)- 01 Postcard hai mặt bồi cứng (kẹp bên trong sách)- 01 Bookmark hai mặt...",Daisy Books,noone,Truyện đam mỹ,14.5,20.5,0.0,269983260,142000,189000,47000,25,4.8,14,70.0,476.0,Mức 3,2023-04-01 13:50:28,2023.0
999 Lá Thư Gửi Cho Chính Mình (*) - Tập 1 - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tái bản),https://tiki.vn/999-la-thu-gui-cho-chinh-minh-tap-1-mong-ban-tro-thanh-phien-ban-hoan-hao-nhat-tai-ban-p102629318.html?spid=102629319,Tiki Trading,simple,Miêu Công Tử,"“999 lá thư gửi cho chính mình” là một tác phẩm đặc biệt đầy cảm hứng đến từ tác giả văn học mạng nổi tiếng Miêu Công Tử, mang một màu sắc riêng biệt qua những lời thư nhỏ nhắn nhủ đến người đọc về gi...",VanVietBooks,Quỳnh Nhi,Sách tư duy - Kỹ năng sống,12.5,18.0,0.0,102629318,91100,129000,37900,29,5.0,851,5421.0,232.0,Mức 2,2021-06-01 00:00:00,2021.0
Nguyên tắc 50 - Không sợ hãi (Tái Bản 2022),https://tiki.vn/nguyen-tac-50-khong-so-hai-tai-ban-2022-p198208145.html?spid=198208146,Tiki Trading,simple,50 Cent & Robert Greene,"Sợ hãi là một trong những cảm xúc nguyên thủy nhất mà mỗi người cảm nhận được ngay từ lúc chào đời. Không ai thoát khỏi quy luật chung này. Vì vậy, vượt qua sợ hãi, với tất cả hình thức cung bậc đa dạ...",NXB Trẻ,Unknown,Sách tư duy - Kỹ năng sống,14.0,20.0,0.0,198208145,102000,130000,28000,22,5.0,25,193.0,408.5788395904437,Mức 3,2022-09-01 00:00:00,2022.0
Chú Bé Rắc Rối,https://tiki.vn/chu-be-rac-roi-p262695598.html?spid=186290811,Tiki Trading,configurable,Nguyễn Nhật Ánh,"Chú Bé Rắc RốiChú bé rắc rối là câu chuyện về đôi bạn “cùng tiến” An và Nghi. Nghi học giỏi và là một tấm gương sáng bao nhiêu thì An lại ham chơi và lười học bấy nhiêu, và những câu chuyện tréo ngoe...",NXB Trẻ,Unknown,Root,10.0,14.5,0.0,262695598,29900,35100,5200,15,4.8,30,288.0,188.0,Mức 1,2022-06-01 00:00:00,2022.0
Sách mới 2023 - Sách chuyên khảo Khoa học dữ liệu trong lĩnh vực Tài chính - Ngân hàng,https://tiki.vn/sach-chuyen-khao-khoa-hoc-du-lieu-trong-linh-vuc-tai-chinh-ngan-hang-p270990178.html?spid=270990179,Quán Sách Socha,simple,Unknown,"Khoa học dữ liệu trong lĩnh vực Tài chính - Ngân hàng là một cuốn sách chuyên khảo, được biên soạn từ kết quả nghiên cứu của chúng tôi và những kinh nghiệm thực tiễn tích lũy được trong quá trình chún...",NXB Đại Học Quốc Gia TP.HCM,TS. Phạm Thị Thanh Xuân,Giáo Trình Đại Học - Cao Đẳng,13.0,19.0,0.0,270990178,154000,154000,0,0,4.7,6,56.0,342.0,Mức 4,2023-08-08 09:54:28,2023.0
Móc Sừng Cao Cấp TOKDODO,https://tiki.vn/moc-sung-cao-cap-tokdodo-p99894498.html?spid=99894581,TOKDODO Official Store,configurable,Unknown,"Móc Sừng Cao Cấp TOKDODOMóc treo chìa khóa bằng Sừng Trâu, Sừng Bò được các người thợ làm thủ công làm nhẵn bóng toàn bộ chiếc móc khóa, khéo léo mài dũa từng chi tiết, làm hoàn toàn thủ công bằng c...",Others,Unknown,Móc Khóa - Phụ Kiện Trang Trí,15.5,24.0,0.0,99894498,15000,15000,0,0,5.0,1,193.0,408.5788395904437,Mức 1,2023-08-01 00:00:00,2023.0
Giáo Trình Chuẩn YCT 2 (Kèm file MP3),https://tiki.vn/giao-trinh-chuan-yct-2-kem-file-mp3-p2987221.html?spid=2987565,Tiki Trading,simple,TS. Nguyễn Thị Minh Hồng,Giáo Trình Chuẩn YCT 2 (Kèm file MP3)Bài thi tiếng Trung Quốc dành cho học sinh (Youth Chinese Test – YCT) là bài kiểm tra chuẩn ở cấp độ quốc tế về trình độ tiếng Trung Quốc. Bài thi này đánh giá kh...,Nhân Trí Việt,Unknown,Sách tiếng Việt,13.0,20.5,0.0,2987221,109700,148000,38300,26,4.8,81,1166.0,80.0,Mức 3,2021-01-01 00:00:00,2021.0
Bạn Đắt Giá Bao Nhiêu? (Tái Bản),https://tiki.vn/ban-dat-gia-bao-nhieu-tai-ban-p124767704.html?spid=124767705,Tiki Trading,simple,Vãn Tình,"Bạn Đắt Giá Bao Nhiêu?Câu trả lời này do chính bạn quyết định, chính bạn “định giá”.Hơn bốn mươi câu chuyện trong sách xoay quanh các chủ đề tình yêu, hôn nhân, gia đình, sự nghiệp… đến từ chính cuộ...",Bloom Books,Mỹ Linh,Sách tiếng Việt,14.5,20.0,0.0,124767704,87100,119000,31900,27,5.0,345,2790.0,336.0,Mức 2,2021-09-01 00:00:00,2021.0
Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng (Tập 7),https://tiki.vn/the-gioi-otome-game-that-khac-nghiet-voi-nhan-vat-quan-chung-tap-7-p263980760.html?spid=263980764,Tiki Trading,configurable,Mishima Yomu,"Bản Đặc BIệt :- 01 Bookmark (quà trong sách)- 03 Card bồi cứng (quà trong sách)- 01 Huy hiệu (quà rời)- 01 Clear file (quà rời)Bản Thường : 01 Bookmark (quà trong sách)“Tớ cũng yêu cậu. Noelle, ...",Tsuki LightNovel,Roku,Light novel,13.0,18.0,0.0,263980760,107000,139000,32000,23,5.0,54,307.0,410.0,Mức 3,2023-05-31 00:00:00,2023.0
Fear - Sợ Hãi (Hóa Giải Sợ Hãi Bằng Tình Thương),https://tiki.vn/fear-so-hai-hoa-giai-so-hai-bang-tinh-thuong-p126743459.html?spid=126743460,Tiki Trading,simple,Thích Nhất Hạnh,"Hầu hết chúng ta ai cũng đã trải qua những giây phút hạnh phúc lẫn khó khăn trong cuộc sống. Tuy nhiên có nhiều người ngay lúc đang vui sướng nhất mà lòng vẫn trĩu nặng lo sợ, sợ ngày vui sẽ qua mau, ...",Thái Hà,Chân Đạt,Sách Tôn Giáo - Tâm Linh,13.0,19.0,0.0,126743459,77300,109000,31700,29,5.0,491,4194.0,224.0,Mức 2,2021-09-15 00:00:00,2021.0
Đứa Con Gái Hoang Đàng - Hai Số Phận - Phần II,https://tiki.vn/dua-con-gai-hoang-dang-hai-so-phan-phan-ii-p100376369.html?spid=100376370,Tiki Trading,simple,Jeffrey Archer,"""Tiếp nối cuốn tiểu thuyết nổi tiếng HAI SỐ PHẬN về William Kane và Abel Rosnovski, Đứa con gái hoang đàng là một câu chuyện được chắp bút của thế hệ tiếp theo. Câu chuyện đầy trớ trêu, trắc trở nhưng...",Bách Việt,Trang KNT,Tiểu Thuyết,13.5,20.5,0.0,100376369,132000,209000,77000,37,4.6,821,3549.0,836.0,Mức 3,2021-05-01 00:00:00,2021.0
Giá Như Có Ai Đó Dạy Tôi Trưởng Thành,https://tiki.vn/gia-nhu-co-ai-do-day-toi-truong-thanh-p198198483.html?spid=198198484,Tiki Trading,simple,Bloom,GIÁ NHƯ CÓ AI ĐÓ DẠY TÔI TRƯỞNG THÀNH Trưởng thành theo hệ 4.0 – Tác giả Bloom. Thể loại: Sách tâm lý – chữa lành. Cuốn sách này dành cho bạn - những đứa trẻ đang tập lớn mang trong mình trái tim t...,CÔNG TY TNHH VĂN HÓA VÀ TRUYỀN THÔNG THẢO NGUYÊN,Unknown,Sách Tâm Lý Tuổi Teen,13.0,20.5,0.0,198198483,66700,96000,29300,31,5.0,98,1208.0,216.0,Mức 2,2022-08-08 00:00:00,2022.0
Cảm Ơn Anh Đã Đánh Mất Em,https://tiki.vn/cam-on-anh-da-danh-mat-em-p162181800.html?spid=162181817,Tiki Trading,configurable,Trí,"“Hãy đọc để một ngày nào đó, nếu chúng ta gặp lại, ta vẫn muốn được chào nhau một câu, hỏi han nhau vài lời. Và cảm ơn vì năm ấy người đã xuất hiện, cùng nhau dệt nên một đoạn ký ức thật đẹp.”Bạn đã ...",Người Trẻ Việt,Unknown,Truyện ngắn - Tản văn - Tạp Văn,13.0,20.5,0.0,162181800,69000,99000,30000,30,5.0,502,3586.0,256.0,Mức 2,2022-02-24 00:00:00,2022.0
Kỹ Thuật Cắt May Cơ Bản Tập 2,https://tiki.vn/ky-thuat-cat-may-co-ban-tap-2-p50904574.html?spid=50904575,Tiki Trading,simple,Ngọc Huyền,"Cuốn sách được biên soạn để phục vụ cho kỹ thuật cắt may công nghiệp, nhưng đồng thời cũng thích hợp với thợ may, những bạn đọc có hứng thú với ngành may mặc muốn học tập và nâng cao tay nghề của mình...",Huy Hoàng Bookstore,Unknown,Sách tiếng Việt,16.0,24.0,0.0,50904574,72600,86000,13400,16,5.0,36,291.0,216.0,Mức 2,2020-01-03 00:00:00,2020.0
Ponko Vô Dụng (Tập 1),https://tiki.vn/ponko-vo-dung-tap-1-p270850452.html?spid=270850456,Tiki Trading,configurable,Keita Yatera,"Bản Đặc Biệt Tặng Kèm 1 card bo góc PVC (kẹp trong sách)Tại một thị trấn ven biển hoang vắng trong bối cảnh tương lai cách ta không xa, một cô robot giúp việc đột nhiên xuất hiện và khuấy động cuộc s...",Tsuki Manga,Rei,"Truyện Tranh, Manga, Comic",13.0,18.0,0.0,270850452,43500,59000,15500,26,5.0,1,53.0,160.0,Mức 1,2022-07-07 00:00:00,2022.0
Bí Mật Của Phan Thiên Ân,https://tiki.vn/bi-mat-cua-phan-thien-an-p3608623.html?spid=3679501,HappyLive,simple,Alan Phan,"Bí Mật Của Phan Thiên ÂnNhững bài học về tinh thần, tâm linh và trí tuệ đã được chính tiến sĩ Alan Phan chắp bút & phóng tác lại theo nguyên tác của cuốn sách vô giá theo thời gian “Người bán hàn...",CÔNG TY TNHH HAPPY LIVE,Unknown,Sách tiếng Việt,10.0,15.0,0.0,3608623,69000,69000,0,0,4.8,2387,24874.0,211.0,Mức 2,2022-08-24 12:17:20,2022.0
Hộp 10 Bút Lông Bảng Thiên Long WB-03,https://tiki.vn/hop-10-but-long-bang-thien-long-wb03-xanh-p259537049.html?spid=263790947,Châu An Phát Shop,configurable,Unknown,"  Hộp 10 Bút Lông Bảng Thiên Long WB03 - Xanh  có nét viết êm, rõ ràng, không nhòe mờ, kích thước ngòi bút 2.5mm. Bút có đầu dạ, ngòi mềm, mau khô và dễ dàng lau sạch mực sau khi viết.  Thân bú...",Others,Unknown,Bút - Viết các loại,8.5,3.5,0.0,259537049,65000,65000,0,0,0.0,0,1370.416976127321,408.5788395904437,Mức 2,2019-02-01 00:00:00,2019.0
Câu Chuyện Triết Học - The Story Of Philosophy,https://tiki.vn/cau-chuyen-triet-hoc-the-story-of-philosophy-p208289682.html?spid=208289684,Tiki Trading,simple,Will Durant,"Khi viết cuốn sách này, Will Durant không tham vọng viết một lịch sử triết học hoàn chỉnh, ông chỉ nỗ lực nhân văn hóa tri thức triết học qua cuộc đời và tư tưởng của các triết gia phương Tây mà theo ...",Nhã Nam,Hoàng Đức Long,Triết Học,15.5,24.0,0.0,208289682,333000,450000,117000,26,5.0,86,870.0,743.0,Mức 5,2022-12-12 00:00:00,2022.0
Nhóc Miko! Cô Bé Nhí Nhảnh 35,https://tiki.vn/nhoc-miko-co-be-nhi-nhanh-35-p248650692.html?spid=248650693,Tiki Trading,simple,ONO Eriko,"Miko là cô nhóc lớp 6 vô cùng hoạt bát, khỏe khoắn. Ngày nào cũng rộn ràng, náo nhiệt cùng gia đình và bạn bè xung quanh ☆ Trong những chuỗi ngày ấy, Mari rốt cuộc lại đóng vai thần tình yêu Cupid để ...",NXB Trẻ,Hải Thọ,"Truyện Tranh, Manga, Comic",11.3,17.6,0.0,248650692,21400,25000,3600,14,5.0,2,58.0,168.0,Mức 1,2023-01-01 00:00:00,2023.0
Ai Tăng Lương Cho Bạn? 3 Bí Quyết Đơn Giản Để Thăng Tiến Và Hạnh Phúc Trong Công Việc,https://tiki.vn/ai-tang-luong-cho-ban-3-bi-quyet-don-gian-de-thang-tien-va-hanh-phuc-trong-cong-viec-p270880693.html?spid=270880694,GIVER Books,simple,Nguyễn Quốc Tuấn,"Bí quyết tăng lương, thăng chức và tìm thấy hạnh phúc trong công việc được gói gọn trong những câu chuyện công sở gần gũi, thú vị. Quyển sách mang đến cho bạn:Bí quyết tăng lương trong thời gian n...",Công ty TNHH Truyền Thông Giver,Unknown,Sách quản trị nhân lực,14.5,20.5,0.0,270880693,125000,199000,74000,37,4.8,33,664.0,254.0,Mức 3,2021-07-01 00:00:00,2021.0
